ID,标题,视频号名称,视频号分类,公众号名称,视频链接,页面链接,文件大小,时长,阅读量,点赞量,评论量,收藏数,转发数,创建时间,IP所在地,下载时间,页面来源,搜索关键词
ID_14820519486181611895,周大福“牛马”吊坠被指阴阳打工人，客服回应。#金饰 #打工人,896汽车调频,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzicibhnzzdQhpk7smmLE5AZmX8iaKjVHCsN1iaFrKmxXMR1dIIj6nHp4RFdicj9s9KQ4CS48NgPYE0GiaK7UrOdYsiaBkQ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166&token=x5Y29zUxcibBrBLUtmciafYI1rIiaGc32G4q2sxfOf9EwBX7jkRhktNDMe1PZmGd7FvCk8natGQVUh8vg6yBEhrMNdaOKbVdHkibY1iaU9uhuH8qSoicLn5pRicr1v71n5PJOAzkarxNd5AxYpCibJSQHmuibn9X1iaYzciaoNzzX84og6qibZA&basedata=CAESABoGeFdUMTExGgZ4V1QxNTYaBnhXVDExMhoGeFdUMTU3IgAqBwjgMxAAGAI&sign=A7F2oe4-k2k-WvVV_Jo9Xz4iw0-0JQv9PabvRfZLSEWugXlqMb4Db3JaAc90yUe-7zwTF52xv0Gg7S2gsDtbDg&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAAA3WPCqWtl24BWEfctQaRAAAADnaHZTnGbFfAj9RgZXfw6VkipGuEdNaVU72AlFCckbAAJPqHOYbRPvrr%2BnikDJaIF%2FiBdtQkKpCJk%3D&svrnonce=1766902653,,1.58 MB,00:12,,7,,17,57,2025-12-26 18:06:38,,2025-12-28 14:18:34,batch_profile,
ID_14798757614764361767,"想让孩子越过越顺，那就告诉他这3条心理暗示！
#家长必读#父母成长",观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAQgA90COUOMfpHpH5iaQ8tg6upln4M2YLaEIT1ibrDb3Bong9rTnrZEXEywTOumbVzOA6UV00tqUFiciaItkCujAw6&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c&token=AxricY7RBHdWhuEdvQSj7Zicicfwzfrbq6bHAw9tXNG4icKicS9owYyAqkNJw7Z0KYHelDOdLx3yG5vMFnjwicP4wribrhj96icr4Qta4EVdu0M2ESiaQMDW63laJD1L53fOFJDjnmLooXNgyxibb8EHadZII0ztKcsnmupDagXtuHd5npibnw&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTI2GgZ4V1QxMjcaBnhXVDEyOCIAKgcI4DMQABgC&sign=iFD77dwiJvj5ubaehBzl4sJntMRaE_KFvHtAt52nexjqcvIcXfD282rlatrKnx8nuq9MRE1B7rU-K1fo-1UxdQ&ctsc=143&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAADeYnubbtQ324V4AkJaaRAAAADnaHZTnGbFfAj9RgZXfw6Vz08rHG8rlbfwOYEUm6ZJtH1EUEWVfvs87curNsY0Qb1285AgipeW4n0%3D&svrnonce=1767522818,,10.45 MB,00:52,,256,188,738,416,2025-11-26 17:29:41,,2026-01-04 18:33:56,batch_profile,
ID_14822691740860615013,父母一定不要为孩子做的3件事！,观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAuCdSQGiaK3vosX2ufF7Hrw0PhGqbqj4C6moXrVH7ibhFWVyZ7Jh8zosXib92CxVBKCcpzdDfXvRCHldsrvz9wHCib&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210&token=x5Y29zUxcibDsBFNCMI724MhSAM5aI6TwU0n69X2lDIMYUhxA7huQ0EPP5prlu0eXIeBvaDxHrfCYy9zxVRCaxHa75wzbgGBHgibJ81AOnRRuLJjPOfF7bsqWKIqv956hS4rPqRFR8MR5OVRRpqqPfP3Eyxg7Q3NeGrDSKuW41WrY&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTI2GgZ4V1QxMjcaBnhXVDEyOCIAKgcI4DMQABgC&sign=EsCnH1iuYml_pavvnIdTsIUi6I5AhcJ1hdUFrEpwSMcXX9SkTsiT3Lbk9_LyBSirOVGzwp5oN0HFOXHnSR1lrA&ctsc=143&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAADJMrTcB7EC3dtxsFhaaRAAAADnaHZTnGbFfAj9RgZXfw6V3oHveP6Zzj46jlZljxCZ8RU7SebkX0bdZNaJqQlHkzvpDEp0Buls098%3D&svrnonce=1767528624,,18.05 MB,01:59,,177,6,456,324,2025-12-29 18:02:31,,2026-01-04 22:09:02,batch_profile,
ID_14824837120662112583,孩子青春期有攻击行为，这才是他背后的真实动机！,观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDQu6QjQHCof18s3tXN9MRvPGLlLOU8q1ql9BiaSS1lMjHGFfMWCxvnK279EYBXXKsYyHqLQLuRaoMuPS0nuyDpu&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a260&token=x5Y29zUxcibDsBFNCMI724M4yA9nMkqqIjCSLwTDPdBTvc2fWNUvbrjbMibNI2s82w1Pomgiawovj9UOR4dCv0oRHMI3Ird6KkSmLRYHtwWNUFedasyU8nKhyUWj8frsKr1gDec29fGhWIk1q8LS3lDuWL7SrfvhWT84u8yyyjbRFU&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDExMxoGeFdUMTU2GgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=W3PjyfckibeUmd0ykJLHpPkx3ts87s143FJZrdEjCIgEnBJXYpX0rrOJiwfRZoLNfTybSFokTLUCuih3bk_mxg&ctsc=143&web=1&extg=4f0000&svrbypass=AAuL%2FQsFAAABAAAAAADnnMmdOM%2FFsvyCsFhaaRAAAADnaHZTnGbFfAj9RgZXfw6V3oHveP6Zzhw6pg5Dpjid8RU7SebkX0bdZF2G5grj1aATJCKQ8TXslas%3D&svrnonce=1767528624,,34.84 MB,03:57,,2,,2,25,2026-01-01 17:05:00,,2026-01-04 22:09:12,batch_profile,
ID_14821935503705901418,"孩子厌学初期，家长一定要做这5件事
#厌学#厌学复学#家长必读#父母课堂#青春期心理#孩子厌学",观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDMD6G6picOS6fubzxQanibkVeY3q1Vj64ia7xPSmibqfc2fd3kf8Z9OFaYltwXwicia7jiaviaoCkXia68HOvc5ibNwzyibsh&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210&token=x5Y29zUxcibDsBFNCMI724Ior0Bhr4yHOu3HMic10LicKaCEK1icHdLwUialnzdzehwGIKDlAHicTmDc2nrKguaxRAu41hKMib3AUro4lEIngSVpKBJiaLU0PM3n27lJXuGVGFVlg045UXz2ibbLT8ZTFWJaQ2iaKb97C8YmgcNdIpamibCtoY&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTU3IgAqBwjgMxAAGAI&sign=T5Fzi7DClYkvi_nJJr2JBBLXd65ki6W3kxLIX9PjIwOIlJX4JNuw5f85eRulJX1OWuPAxL4juMJdzLc2i9Q_uw&ctsc=143&web=1&extg=4f0000&svrbypass=AAuL%2FQsFAAABAAAAAAC723yEQSX4QWkbsFhaaRAAAADnaHZTnGbFfAj9RgZXfw6V3oHveP6ZzjE66k82hSSa8RU7SebkX0bdZPcR4sse4JMOsYBBNSzmJXw%3D&svrnonce=1767528624,,27.65 MB,03:10,,1,3,7,26,2025-12-28 17:00:01,,2026-01-04 22:09:14,batch_profile,
ID_14813802281420851550,"一个孩子最深的力量不是他学了多少东西，而是在他和父母的关系里，有没有被真正的接住，这才是孩子内在力量的来源。
#教育#家庭教育#青春期心理#父母课堂#家长必读",观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDSezRlgtfRYFLdWR3PWdLzI4SF3dfuMOtFVBgz07PY2ylAbf31kib8J7pRXPrr10xdUiaxjf9OkmtYKtXjGXC7aE&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e&token=x5Y29zUxcibDsBFNCMI724MhSAM5aI6Tw7HM1ickged0PkCic3SyLR1DGqDqxvSOWFPPspt5fuXlW4dd0t1JYNn30ibYjoL1aUT4WWZwlfzS9IRtjLteia2MKIogpwZG1A1upxuKWf1gvpWicD3IgaEqwKfWzUBxIWSKgtUNB8tu4DatY&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTEzGgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=9qg-zhIDt7UO9U4l4BPEzr-opijk2cjOK-qFCiZ-gNouCTGncvzaLEN3p1_-b1at2I4LQOCSLNMozTAPNQFEDw&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAACipGDkkHE9UJehsFhaaRAAAADnaHZTnGbFfAj9RgZXfw6V3oHveP6ZzgU6ollMqm2J8RU7SebkX0bdZPArj2kFw%2BoTBHMoLNPH5H8%3D&svrnonce=1767528624,,20.53 MB,01:42,,58,2,339,248,2025-12-17 11:40:45,,2026-01-04 22:09:20,batch_profile,
ID_14820497020917320039,李湘教科书式育儿法，值得每个家长学习，优点不说不得了，缺点少说慢慢少！#家庭教育#育儿理念#家长必读#父母课堂#李湘#李湘育儿观,观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQCzvI8XfI7VConI9s7ICvibVYCDUIKOxCgicPkW2uMUXBSlFw9RZREqDJHWsNia2gySnWeZtkjfvu2fcsjk2RdYXys&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a260&token=AxricY7RBHdXQcmN7LnrzwVgbjSXkah7nHW1H0DicwKYVxAJ6q5Qywia5qLnkb6jUBfJGmFB1fN1MG0OoOPdicpAR4b47L0PS1uzOVb7HNJPicgOiaGSLFGDaq5zqhVqXlJznzj7s4NCWlAqNfl50SF12cbn8ElcA7XhkzLElRuBjRwQM&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTEzGgZ4V1QxNTcaBnhXVDE1OCIAKgcI4DMQABgC&sign=etDIh_RSkjCL7HNvEahnPHrdO18eGXMPVi_9XQFenjC_Ga22XzcEkcSRzhfwjGqx4bEIGX2x63p9OhVf2eveQw&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAADjtsq8GseYMEK7sFhaaRAAAADnaHZTnGbFfAj9RgZXfw6V3oHveP6Zzjw69koEjB%2BV8RU7SebkX0bdZOmjcHIFSFxtnPUXbEESlYg%3D&svrnonce=1767528624,,18.83 MB,01:40,,6,1,14,54,2025-12-26 17:22:00,,2026-01-04 22:09:22,batch_profile,
ID_14818339126720530779,"4招培养出内心强大的孩子
#家庭教育 #父母课堂 #教育 #家长必读",观心-裴盈心理,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAibxInNNictvxVGlcibB7ibvb8AqXFIYztRic9eyiaNaUPa0SF9KiahiaIHP5SfXesCzKNWhibegMHTprJYL1mDKnVRrIOD&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c&token=x5Y29zUxcibDsBFNCMI724ANb3HcKRicBTkug1Be9SDPBTfz7Ahngoo3rDLT13lou9N92f3NIlsXrcrQKnuxBcM4cblE0iay746AkcSJOeW1icvZmA8G4jnTb0Zc1WXC3Gb7P0viajRP8U6vpAAiaxjWG2h4gJaSf7FNgKxZI0LSTZK9g&basedata=CAESABoGeFdUMTExGgZ4V1QxMTIaBnhXVDE1NhoGeFdUMTU3IgAqBwjgMxAAGAI&sign=K1LzaCW3sxYUOKQZ3amTWyXWjmF1LHXQubfLEAFhd8zgYe4kNHOxj0JGzvQAdoY_W76NqIcJEjrnSg22AkNPRg&ctsc=143&web=1&extg=8f0000&svrbypass=AAuL%2FQsFAAABAAAAAADSPu030pRmhP3msFhaaRAAAADnaHZTnGbFfAj9RgZXfw6V3oHveP6ZzgA6tnUC4XWR8RU7SebkX0bdZJIBZUe%2BTlYG14j%2BTL4U3UI%3D&svrnonce=1767528624,,30.04 MB,03:26,,7,5,13,41,2025-12-23 17:54:39,,2026-01-04 22:14:18,batch_profile,
ID_14818289457515272406,Nano Banana Pro 结合 Wan Animate 背景动作迁移对比 #人工智能 #AI ,拓星研究所,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=oibeqyX228riaCwo9STVsGLPj9UYCicgttvTbUFiaX6Sy4Wq22XuHCoXVsrouqbHSD7eLcA33iccEkymNkDMNFkmBqtOLWEdCgvNAozmndgkuVibP1YcHWV5AGJuvUjia14qf6T5Bw6ia7uHtics&hy=SH&idx=1&m=554afb58f3be9f46997292d3b40b7928&uzid=7a1fc&token=ic1n0xDG6awibFehwQvMPwD54rSGRyqYdiaqyXmO5UaiaeD4Vic02kAo0gqAS5KYTYOVqhdRW2lt6IQXjE9F49B4psL9eic4Yhc6wk5LTYp8CHnspTSEiaKk0o8xmaevmKn3DMbFVvHfA3TwBTy3IbUk0M61DUWnt11JOICCrNreJaJJzw&basedata=CAESABoDeFYwIgAqBwjNWhAAGAI&sign=XuV_f3ixDCweowfRurTdGpWMcPDGHAwAKTC1jb12IgbZyzhC-clYPUWdknKm3PalRtUBQFigW1kleEi4EqdBog&ctsc=140&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAABi0UGmkhcScqW5pXhaaRAAAADnaHZTnGbFfAj9RgZXfw6Vg2GFSq1H4Oh9MR5SD%2FfAwRqSlxv7ZVMas71kc3%2BufEWRUqg%2Bwj087YE%3D&svrnonce=1767536805,,6.18 MB,00:16,,,,,,,,2026-01-04 22:27:02,batch_console,
ID_14760089297870719078,"佳能V1350彩色数码印刷机
​打印速度：137页A4/分钟  78页A3/分钟
​打印分辨率：2400×2400dpi
​支持60-500克重纸张
峰值月印量: 240万A4
​设计寿命7200万印##印刷厂 #数码印刷 #印刷人 #印刷包装 #不干胶标签 #数码快印 #印刷包装 #图文快印 #纸盒包装 #自动化设备#印刷厂 #自动化设备 #数码印刷 #打印机",生产型打印机如是,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFH5T26F25YicEljnKhE5fkLSYWFoIGZNnyWLCg7EBqpicjSbocV887XtduJJaal2RYbE97JwqbjXVfNZyw5SUtmczGKyoBlt40b088ibeZIHt3AQ&hy=SH&idx=1&m=6403b0c340a45ef4e5144da80f6df0b3&uzid=7a170&token=ic1n0xDG6awiczRf3rb9kFg6nxXckqSbZCVSj9RLlxyxFMjfCqewvymanohMb0ibhG28r9MVb40IEGOrDy4ZP8xUCB4teQduXZvictnpcp4ial1FeIsydpEiazCwIwPmnhpp9h7DMS5gNdx9hMW5l9f9WCEyEia7zKQjmiaVIiaGiaSAq2Ogo&basedata=CAESABoDeFYwIgAqBwjNWhAAGAI&sign=dtYnXItzVv-eitQaHOg-lX5QuQIiTEO0N2E05T--iJPt-D9XxNhlRxiDeyx6Nwd39-4ae1fDbM7K4zOZtl5FLg&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAACTzmcbrTVuFXdzXHtaaRAAAADnaHZTnGbFfAj9RgZXfw6VhDjGmdYDIQrr5Khi71dHcufWrRETR9BV4Eswq0Uaqx8Gt3LMCFewdbE%3D&svrnonce=1767537500,,10.40 MB,00:09,,,,,,,,2026-01-04 23:11:22,batch_console,
ID_14832736401643407737,提高老人晚年生活质量，用它真的香！快给家里耳背老人安排上！,左点科技,,,https://finder.video.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQD7pgdm7dWicicDHXhZBQkp5icZJWboTmMmsHLdrSsEptyvvLXfDjbltemU3K8WicB1r9UeIHFsUicneZzxGEmpx5n5t&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a15c&fad=1&token=2lt8WBSnjTkgwgX075l1TGAl8sRu9w8qaOWdCg9hVX37oyPlKZBKQgw8o0bGVGqabrQWoZFt1pAQqsqESMqOQ2Tdqx1LSdFKZunUwft0ENWzEtNbHBKhatznmzAKzbeh7ebO3exRRqqXn4PXCNd1Dh9NARxEwRic4DTIvwRIicWkQ&basedata=CAESABoGeFdUMTExGgZ4V1QxMjYaBnhXVDEyNxoGeFdUMTI4IgAqBwjNWhAAGAI&sign=2MWQhkNm_FH1i8SrHQJJPfeAh2wnoPmzeqZ0r19OD7pyU00Ms0qAynXEhCJHEyTjAd5vhGmL8St-mtRfjkYU4g&web=1&extg=10f0000&svrbypass=AAuL%2FQsFAAABAAAAAABv%2BrDg4CHAWYGcFZZraRAAAADnaHZTnGbFfAj9RgZXfw6VphrsYdrEsbc6dyV7Chn0HD9T%2B66Oqk%2BpFzcuFb7bpS3Snb70O%2BZ0Wko%3D&svrnonce=1768658453,,32.31 MB,01:46,,,,,,,,2026-01-17 22:14:02,batch_console,
